44.035898 69.631397 4.000000 
44.035898 69.631397 4.000000 
40.172195 70.666673 4.000000 
40.172195 70.666673 6.000000 

44.035898 69.631397 6.000000 
44.035898 69.631397 4.000000 
41.207498 66.803068 4.000000 
41.207498 66.803068 6.000000 

44.035898 69.631397 6.000000 
44.035898 69.631397 4.000000 
45.071201 65.767792 4.000000 
45.071201 65.767792 6.000000 

44.035898 69.631397 6.000000 
44.035898 69.631397 4.000000 
47.899602 68.596121 4.000000 
47.899602 68.596121 6.000000 

44.035898 69.631397 6.000000 
44.035898 69.631397 4.000000 
46.864299 72.459726 4.000000 
46.864299 72.459726 6.000000 

44.035898 69.631397 6.000000 
44.035898 69.631397 4.000000 
43.000596 73.495002 4.000000 
43.000596 73.495002 6.000000 

44.035898 69.631397 6.000000 
44.035898 69.631397 4.000000 
40.172195 70.666673 4.000000 
40.172195 70.666673 6.000000 


